Tip,chinese_name,episode,movie_name,ranking,score,score_num,summary
"
1话 / 2007年3月 ",ASIENCE～头发是女人的生命,1,ASIENCE～髪は女の命,2363,6.9,(232人评分),
"
12话 / 2017年10月2日 ",12,2017年10月2日,Infini-T Force,2372,6.9,(304人评分),"2017年10月迎来创立55周年的动画制作公司龙之子。在其漫长的历史上诞生的诸多角色当中，有着直到现在仍然被提及的传说中的英雄们。,
Gatchaman——与企图征服世界的邪恶组织恶魔党交战，由5位少年少女组成的特殊队伍“科学忍者队”的可靠队长。,
卡辛——为了从对人类掀起反旗的机器人军·改造人军团的手中保护人类，而舍弃了自己的肉体，化作“新造人类”的孤高战士。,
Polimar——隐藏真实身份居于侦探事务所，对横行街道的恶人们挥下正义的铁锤，“破里拳”流的好手。,
Tekkaman——为了将人类从濒临灭亡的地球导向新天地，身披装甲，向来自宇宙的侵略者恶党星团发起挑战的“宇宙骑士”。,
为和平而战的四位英雄，穿越时空集结于现代的涩谷。他们的目的是拯救世界——以及拯救一名少女。传说的英雄们的全新战斗，现在再度开始。 "
"
1话 / 2012年8月23日 ",谜样女友X OAD 谜之夏日祭典,1,謎の彼女X OAD 謎の夏祭り,2373,6.9,(201人评分),単行本第9巻限定版に、オリジナルアニメDVD「謎の夏祭り」が付属されている。ゲストキャラクターとして、原作者・植芝理一の過去作品『ディスコミュニケーション』より、メインキャラクターの戸川安里香と松笛篁臣が登場。キャストは1996年当時のラジオドラマ（後にCD化）のままに戸川を林原めぐみ、松笛を優希比呂が演じる。
"
11话 / 2011年4月14日 ",「C」,11,C,2374,7,(3407人评分),"故事背景设定在 20XX 年的日本，国家背负着巨大的财政赤字，被称为是经济崩坏、日本的末日。但是，某个叫做“Sovereign Wealth Fund”的新兴政府系金融机构，凭着成功运用政府资金，实现了财政再建的奇迹。另一方面，虽然政府经济复苏，但长久以来所引发的社会现象却不会因此消解：年轻人的就业问题、裁员与失业问题、面对未来的绝望感、逃避现实、结婚率下降以及少子化、还有失业者因此自暴自弃而引发的无差别暴力事件、失踪人口与自杀人口的激增……,
某一天，就读都内经济学部的大学生余贺公麿面前，出现了一名神秘男子，询问道“以你的未来作为抵押借给你金钱，你将会如何利用自身才能去使用这笔钱？”公麿的人生自此展开了重大转变。"
"
1话 / 1993年7月10日 / 上田芳裕 ",龙珠Z 银河最强战士,1,ドラゴンボールZ 銀河ギリギリ!!ぶっちぎりの凄い奴,2375,6.8,(84人评分),世界第一富豪“钱多多”为自己儿子“美元”的十岁生日举办了一个比武大会，并请了银河战士来参战（由撒旦弟子假扮）。大家都来参加这个武道会，大会上遇到了波杰克的手下真正的宇宙人，大特等选手被打倒了。后来短笛、贝吉塔赶到，大特也再次加入战斗，但波杰克手下太强了。而悟饭也被波杰克的手下用超能力封住行动，在撒旦和悟空的“帮助”下才脱险。悟饭因悟空的激励变成超二打倒了敌人。
"
52话 / 2001年 / 胡依红 ",52,2001年,我为歌狂,2376,6.9,(834人评分),"　　叶峰和楚天歌是南华高中的两位超级帅哥，他们的英俊潇洒不相上下，对音乐的热爱难分伯仲，甚至连女生中的“楚迷”和“叶迷”也势均力敌、旗鼓相当。可是，不论在校内还是校外，他们俩永远处于势同水火的局面，永远想证明自己比对方更出色。因为他们都是心比天高的男孩，更因为他们遭遇了绝对精彩的女孩。,
　　组建乐队一波三折，几起几落，想要成功必定要付出成倍的努力，最优秀的男孩凑到一起并不意味着最优秀的乐队从此搞定。叶峰要玩自己的音乐，楚天歌要让“HAPPY女生”乐队的灵魂人物麦云洁另眼相看，盖世爱要出风头，石小松要当一流鼓手，四个男孩还不懂团结的意义，理所当然闹了好多笑话，吃了好多苦头。,
　　无论在音乐方面、情感方面，还是人际关系方面，少年们都要寻找突破口，杀出重围，实现自我。他们身上拥有精英少年的潜质，但是单打独斗都不能做到完美，唯有取长补短，精诚合作才是正途。乐队成员们在逆境中体会真诚，感受激情，原来玩音乐不是仅仅为了满足自己，回荡在校园里的歌声是所有同龄人的心声。,
,
　　这是我们的舞台,
　　这是我们青春的舞台,
　　这是我们青春飞旋的舞台,
　　在这里——我们展现真实的声音和自我,
　　请为我们注目,
　　请为我们聆听,
　　请为我们的年轻喝彩,
,
配音演员: 配音导演 ：王慧坚,
楚天歌—张程,
叶峰 —叶琪山,
丛容—李晔,
麦云洁—沈蕾,
盖世爱—孙晔,
Cookie—沈达威,
朱丽丽—冯骏骅,
梅君严—陶海,
冷老师—张惠,
其他配音演员 ：徐桦燕,
李祎,
邬晓嫣"
"
1话 / 2001年3月3日 / 今村隆寛 / 中鶴勝祥 ",数码暴龙大冒险02 超恶魔兽的反击,1,デジモンアドベンチャー02 ディアボロモンの逆襲,2377,6.9,(270人评分),　　三年前在网络世界被奥米加兽打败的超恶魔兽重生，并不断地产生自己的婴儿期，婴儿期的超恶魔兽通过手机、电脑等入侵现实世界，在现实世界形成数码蛋，最后超恶魔兽出现在现实世界，连最强的奥米加兽都被打败，最后……
"
1话 / 1961年1月25日 ",101忠狗,1,One Hundred and One Dalmatians,2378,6.9,(178人评分),这是迪士尼动画长片中相当受欢迎的一部，描述在伦敦市的一座大屋内，主人养了一对相亲相爱的大麦町狗——彭哥和白佩蒂，它们生了十五支可爱的狗宝宝，生活幸福无忧。后来，坏女人库伊拉出现，绑走了它们的心爱宝贝。彭哥和白佩蒂在众多热心的动物帮助下，经历种种困难危机，终于从库伊拉的魔掌中救出99只遭难的大麦町狗。本片以狗的角度来叙事，故呈现出与其他卡通长片不一样的趣味性，堪称老少皆宜。
"
1话 / 2000-07-08（日本）、2001-04-06（美国）、2002-02-09（台湾）、2002-03-28（香港） / 湯山邦彦 / 田尻智 / 一石小百合、松原徳弘、香川久 ",剧场版 精灵宝可梦：结晶塔的帝王,1,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,2379,6.9,(437人评分),"旅途中，巧遇宝可梦训练家小凌的小智一行人，为了让疲累的神奇宝贝们休息，于是前往最近的宝可梦中心。该中心所在城市名为“绿色草原”听起来应该是个使人心境祥和的地方，没想到来到这绿色原镇时，面对突如其来的景象感到震撼，因为原本美丽的绿色草原镇，瞬间竟然变成了冰冷的结晶城……。,
,
原来独自孤独生活的少女小美在某夜将下落不明的父亲秀力所留下的未知图腾卡排列，没想到却因此开启了可怕的“结晶世界”！,
,
而传说的宝可梦“炎帝”竟然将小智的妈妈带往结晶塔里去了！小智一行人是否能够将妈妈平安地救回来呢？"
"
1话 / 2003年8月14日 / 佐伯昭志 / 中山文十郎+ぢたま某 / 高村和宏 ",魔力女管家夏日TV特别篇 “我认为H是不对的！,1,まほろまてぃっく夏のTVスペシャル 「えっちなのはいけないと思います!」,2380,6.9,(128人评分),"于2003年8月14日在BS-i播放。全1话。原创剧情作品。,
,
原作者中山文十郎担当剧本剧本，原画中亦出现了漫画原作者ぢたま(某)。内容讲述了由中山文十郎担任剧本的CD广播剧的正篇之侧面故事。,
,
麻幌决定要消灭一切A书，优的A书收集大业遭到了威胁。女性阵容和男性笨蛋三人组围绕着A书展开了争夺战，谁将获得胜利呢？麻幌为何固执地认为“好色是不行的”的原因也终于明了。"
"
1话 / 2008年7月30日 / 青木康直 ",犬夜叉 黑色铁碎牙,1,犬夜叉 黒い鉄砕牙,2382,6.9,(245人评分),　　犬夜叉、戈薇、弥勒、珊瑚、琥珀众人随杀生丸等同行。杀生丸原本就对父亲将铁碎牙传给犬夜叉耿耿于怀，当领悟到父亲有意令冥道残月破融进铁碎牙时心中更是充满怨恨。正值此时，神无的白夜出现，将镜妖的碎片留下。杀生丸把碎片融入天生牙，随即生出足以和铁碎牙媲美的魔刀。虽然知晓奈落企图让他们兄弟厮杀，从中渔利，但恼怒之际的杀生丸还是向犬夜叉发起攻击。在“无尽的梦境”中，这对兄弟的厮杀旋即展开。正邪铁碎牙，孰将胜出……
"
13话 / 2019年10月10日 / 綿田慎也 / 矢立肇 / 富野由悠季 / 戸井田珠里 ",高达创形者 再起,13,ガンダムビルドダイバーズRe:RISE,2383,6.9,(226人评分),本作是“机动战士高达40周年企划”的作品之一。描述创形者大放异彩之后已经过去了2年。经过版本升级后的GBN也越发火爆。独自徘徊于次元世界空间的潜行者悠人、孤傲轻佻的潜行者风见、独行侠潜行者芽依、以及孤单一人的新手潜行者帕维兹。这些原本孤独的玩家，却因为某个契机，组成另一支「创形者」了。等待着悠人他们的，是超越GBN的无极限超体验。
"
8话 / 2005年3月25日 / 水島努 / おかゆまさき / 古賀誠 ",扑杀天使朵库萝,8,撲殺天使ドクロちゃん,2384,6.9,(708人评分),"樱碧草只是一个普通的国中生，没想到，未来的他居然成为了喜爱小女孩的萝莉控！不仅如此，他还发明了一种能让女孩子一直保持12岁模样的怪药，因为这种药，未来的世界发生了重大混乱。无奈之下，未来的世界派出了扑杀天使朵库罗，她的任务是要回到过去扑杀樱碧草以改变未来。可怜的樱碧草就这样不明就里的被狼牙棒打成了碎块，然而，随着一阵呢喃，樱碧草又复活了。明白了事情的原委后，樱碧草提出了一个不用将他杀死也可以改变未来的设想，朵库罗接受了这个设想，于是两人便开始了奇怪的同居生活。 ,
越来越多的扑杀天使从未来来到了现在，有看起来可怜兮兮的莎巴多，外表成熟的莎库罗等。而朵库罗现在的任务，就是保护樱碧草的人身安全。虽然樱碧草偶尔的会被打成肉酱，但是和天使在一起的幸福生活还是轰轰烈烈的开始了。"
"
4话 / 2010年3月25日 / 外崎春雄 / 株式会社バンダイナムコゲームス / 松岛晃 ",仙乐传说 迪赛雅兰篇,4,TALES OF SYMPHONIA THE ANIMATION テセアラ編,2386,6.9,(203人评分),"前作STORY,
　　在遥远的4000年前，邪恶的黑暗种族迪塞安引起了的古代战争。传说的勇者米特斯在圣地卡兰与女神玛蒂尔缔结契约，将迪塞安封印，终结了战争，拯救世界。不过米特斯亦在这个时候，丧失了生命。,
　　时间流逝，被封印的迪塞安再次出现，在西尔瓦蓝特各地带来恐怖。迪塞安支配着人类，并在各地绑架人类，把他们收容在被称为“人类牧场”的生物实验设施。迪塞安除了支配之外，又在榨取玛那使世界的衰亡。喘息的人们期待着“神子”的降临，希望他能拯救世界。,
　　故事的舞台，从邻近玛蒂尔教会圣堂的神讬之村依莎莉亚开始。有一天，罗伊德在学校知道了青梅竹马的少女柯蕾特就是神谕降临，并是世界再生的重要钥匙“玛那血族”的后裔。为了拯救因榨取玛那而正在衰退的西尔瓦蓝世界，柯蕾特就作为“神子”展开世界再生的旅行。"
"
1话 / 2009年10月31日 / 志水淳児 / 香川久、爲我井克美 ",Fresh 光之美少女! 玩具王国有很多秘密!?,1,映画 フレッシュプリキュア! おもちゃの国は秘密がいっぱい!?,2387,6.8,(100人评分),"　　Love、美希、祈里、刹那四个人开心地进行着睡衣聚会的一个晚上，城里突然爆发了玩具消失的怪现象！本以为是Labyrinth又来了，却完全没有那样的迹象……。按Tarte所说，似乎不是Labyrinth搞的鬼……。这时，Love的布娃娃，兔宝宝从壁橱里跑出来了！并且告诉她们玩具的消失是企图征服世界的玩具魔人所为……。Love她们与兔宝宝一起前往玩具魔人所在的玩具之国！,
,
　　所到的玩具之国，建筑由积木搭成，有木制的电动车组和马口铁做的汽车在跑，是个只要看到就心动不已的美妙的地方。但是这里有玩具魔人为打倒Pretty Cure所设置的、很多奇妙而棘手的陷阱在等待着四人！,
,
　　与玩具魔人激战的最后，听到玩具魔人对孩子们悲痛的吼叫的Love想到了自己将兔宝宝遗忘在壁橱深处的事。,
,
　　得向兔宝宝道歉！！但是兔宝宝究竟在哪里？以及如何才能平息玩具魔人的愤怒？？拜托了！把大家的力量借给我！,
,
　　为Pretty Cure送上大家的爱的力量！！"
