Tip,chinese_name,content,episode,movie_name,ranking,score,score_num,summary
13话/2012年4月7日/植芝理一,谜样女友X,情迷口水妹完结，很纯爱的故事，表现手法却异常的变态呢。更准确的说应该是非常之脸红心跳。少年椿意外的发现了同桌趴在桌子上睡觉时留下的口水，于是就。。。舔了。。。舔了。。。是的他舔了！！！看到这里我脑中瞬时闪现出众多英雄的身影：就在这一刻，伊藤诚，樱井智树，兵...,13,謎の彼女X,2685,6.8,1086,椿明和卜部美琴这两个刚开始交往的高中生，对椿来说，卜部是个充满谜团的女孩，而这谜团也正待他去揭开……
14话/2014年10月6日/武本康弘/賀東招二/門脇未来,甘城光辉游乐园,以下是一名京黑的发言总体而言是一个浪漫感人的童话，男主为了拯救公主的故事，最后在大树下抱着公主，BGM响起，如图洋娃娃一般的公主泛起泪光。我觉得特别浪漫，拯救一个病弱的洋娃娃，太好了，感谢你京的结局(bgm38)这么美好的童话，这种治愈的感动，你京自全金、冰菓、凉...,14,甘城ブリリアントパーク,2686,6.8,4808,謎の美少女転校生・千斗いすずから遊園地デートの誘いを受けた可児江西也。わけもわからないまま連れて行かれると、ラティファという“本物の”お姫様に引き合わされ、その遊園地の支配人になることに――!?
12话/2018年3月31日,12,一时间想起这么多，欢迎大家补充好像记得大概是这样的：甲铁城7.6-->5.8失落之歌5.9-->7.1重置咲良田5.6-->7.8国家队7.8-->6.6,2018年3月31日,LOST SONG,2687,6.8,938,田村ゆかり、鈴木このみ、ダブル主演で描くオリジナル王道ファンタジー。
10话/2013年7月12日/大沼心/ひろやまひろし・TYPE-MOON/牛島希,Fate/kaleid liner 魔法少女☆伊莉雅,刚刚写好的，浏览器就崩溃了，话说有没有什么桌面应用，可以避免这种情况啊。自从看完了魔法少女小圆，就对魔法少女番有了深深的期待，刚刚看微博看到魔法少女小圆剧场版新篇获得奥斯卡提名，越发的想看了。后来魔法少女奈叶第二个剧场版放出，就顺便把第一个剧场也看了一...,10,Fate/kaleid liner プリズマ☆イリヤ,2689,6.8,2819,伊莉雅是一个就读穗群原学园的普通女孩子，在某天遇到了自称人工天然精灵的魔法露比万花筒之杖，并强制地被缔结契约，成为了魔法少女伊莉雅。而已是红宝石之星持有人的她，还变成了万花筒之杖原持有者的魔术师远坂凛的奴隶，在其的命令之下，被迫帮忙回收沉睡于冬木市的某危险的卡片……
3话/2000年6月21日,令人战栗的格林童话,这个怎么看,3,オトナの童話シリーズI 世にも恐ろしいグリム童話,2699,6.6,62,《成人童话系列》（オトナの童話シリーズ）是根据《本当は恐ろしい童話》制作的恐怖动画，包括格林童话和日本昔话两弹。
12话/2018年7月9日/佐藤光/ユキヲ（COMICメテオ連載）/古賀誠,邪神与厨二病少女,睿智的P社玩家+40读者协议您如果继续往下阅读就表示您已经接受以下包容性条款：1.对一切引起斗争的行为的纵容的理解与包容；2.对全体作品的偏见的理解与包容；3.对某些作品的战力爆表式评价的理解与包容；4.对轻微剧透成分的理解与包容；5.对某些评论显而易见...,12,邪神ちゃんドロップキック,2710,6.8,1646,魔界的恶魔，通称“邪神酱”某天突然被召唤到了人间界。召唤她的人是住在神保町破旧公寓的略有些腹黑的女大学生“花园百合铃”。虽然召唤了邪神酱，却不知道让她？回到魔界的方法。邪神酱和百合铃迫不得已开始一起生活，但根据邪神酱所说，“如果召唤者死掉我就能回到魔界了”。于是邪神酱所采取的行动是……！？
1话/2013年6月8日/牧原亮太郎/北田勝彦,HAL,多好的故事啊，大家要求有点太高了，打个过分的高分支持一下,1,ハル,2714,6.8,451,「为了让来未回想起活着的感觉，我成为了人类。」
12话/2020年1月9日/安田賢司/暮石ヤコ『ソマリと森の神様』(「WEBコミックぜにょん」連載/ノース・スターズ・ピクチャーズ)/伊藤郁子,索玛丽与森林之神,本季的「親情番」擔當，由網路漫畫所改編的《索瑪麗與森林之神（ソマリと森の神様）》共12話、衛星社（SATELITE）製作。整體說來，很值得一看的作品。《索瑪麗與森林之神》所描述的是在一個「人類幾乎滅絕的世界」當中，一個小女孩被遺落在森林裡，遇見了守護森林的哥雷...,12,ソマリと森の神様,2716,6.8,602,我在森林中，与“那小东西”相遇了。“人类（那小东西）”称“哥雷姆（我）”为父亲。这是一个陆地被异形们所支配的世界。人类遭受迫害，面临着灭绝的危机。就在某一天，森林守护者“哥雷姆”，与一名人类少女“索玛丽”相遇了。逐渐走向灭亡的种族“人类”与森林守护者“哥雷姆”，一段记录这对“父女”深厚羁绊的旅途即将开启……
12话/2015年7月9日/安藤正臣/海法紀光（ニトロプラス）×千葉サドル（芳文社「まんがタイムきららフォワード」連載）/飯塚晴子,学园孤岛,先说结论，此番乃黑深残界一朵奇葩，但此处的“奇葩”为褒义(bgm93)。一开始我也觉得女主sb，虽然早已被剧透，但还是惊叹于末世背景的巧妙引出和一些细思极恐的细节。（OP随集数变化的一些细节真的很赞）从白毛和老师那段，剧情就开始急转直下，设身处地的想了一下，心中一阵...,12,がっこうぐらし！,2720,6.8,2870,巡之丘学园生活社成员的丈枪由纪，将与顾问老师佐仓惠、社长若狭悠里及随身带著圆锹的恵飞须泽胡桃一起度过乍看之下快乐无比的校园生活。但事实上学校早已被一群僵屍所包围，但由纪却犹如失忆般的活在正常生活的幻想之中。其余成员们为了保护她，必须一边与渐渐进逼的僵尸及生活问题对抗，一边维持正常学生生活以避免刺激到由纪。
4话/2014年10月15日/村川健一郎/志倉千代丸、MAGES.、Nitro+/坂井久太,命运石之门 聪明睿智的认知计算,特别喜欢嘟嘟噜的口头禅“嘟嘟噜”，于是去找了游戏里的几段音频文件。费心费力的搞了好久，犹豫不决之后，选了其中一段嘟嘟噜，做成了手机铃声。来电铃声和短信铃声还不一样，兴致勃勃的想试一下自己的成果。然后突然意识到，并没有人会给你打电话▇▇▇▇，也并不会有...,4,STEINS;GATE 聡明叡智のコグニティブ・コンピューティング,2723,6.8,1063,命运石之门×IBM推出新作动画系列短片：IBM与《命运石之门》的合作企划官网开放，并制作了新作动画短片系列《聪明睿智的认知计算》，讲述了IBM提倡的次世代认知型计算系统融入并改变了冈部等主角们生活的故事。
26话/2005年1月8日/大庭秀昭/TVbean,魔豆传奇,记得小时候在电视里追，可惜当年没追到结局，数十年后又回想起来，意外的发现是台湾与日本合作的，而且脚本监督音乐等都是日本负责，很吃惊，不过真的很良心，很喜欢央视配音和日语配音，感谢童年能有这种良心动画！...,26,魔豆奇伝パンダリアン,2732,6.8,278,日本制作、全球发行的电视动画。原案与角色设计由台湾负责。
52话/1995年4月6日/亀垣一/渡瀬悠宇/北山真理、本橋秀之,不可思议的游戏,没想到1992年的少女漫画这么先进，LGBT一个都不少，台词也惊为天人，尺度大到像银魂。女主美珠开的逆后宫在“保护巫女”这个理由下变得合情理，每个后宫角色有老有少，都是“为巫女而生”。女主美珠被大家所喜爱着，好友小唯却在心宿的唆使下跟美珠反目成仇，前期看的很憋...,52,ふしぎ遊戯,2738,6.8,359,故事中的国家与角色都是中国风，以四神和二十八星宿为基础，描述误入《四神天地书》世界的女主角们分别成为四个不同国家里代表该国所属之神的巫女。她们都必须集结自己所属的七星士，召唤出神明(神兽)拯救国家。其中，女主角夕城美朱被当作是红南国的“朱雀巫女”，而她也与自己手下“朱雀七星士”之一的鬼宿发展出一段恋爱故事。
22话/1998年10月17日,守护月天,http://comic.mag-garden.co.jp/mamosyugokai/突然间看到我璘还有点小激动呢。虽然忘的差不多了。看来水星这个冷饭是带出了一波节奏啊23333那么，东妈我的蓝本啊啊啊啊啊啊,22,まもって守護月天!,2742,6.6,69,有一位少年，他本来和普通人一样，过著平凡的生活，但自从收到爸爸的礼物‘支天轮’之后，就变得不可思议了。由‘支天轮’出来的守护女神，渐渐将这位少年--太助的一生改变了。而从‘支天轮’出来的女神‘小璘’本来为了保护主人而经常碰钉，所以太助一开始时十分不喜欢小璘的保护，在不久之后，太助又一次收到爸爸送来的礼物，在收礼物时又突然走出了一个女神‘幸福日天汝昂’，太助得到两位女神的保护。
13话/2013年10月2日/石立太一/鳥居なごむ/門脇未来,境界的彼方,开头惊艳到不行，中间日常塑造角色性格也完美！陆陆续续挖了很多坑，埋伏笔，然后到结局。。。结尾完全对不起中间的几话。要是一直老老实实演绎着中间的”少女赚钱的日常“就好了，主线什么的既然没准备好就不该强行让它有。相同的还有Charlotte，非要搞个结局...,13,境界の彼方,2745,6.8,5491,一个偶然的契机，人类和妖梦之间出生的少年——神原秋人，有一天与在学校屋顶看上去要跳楼的少女——栗山未来相遇了。
13话/2015年7月3日/小野勝巳/上松範康、金子彰史/藤本さとる,战姬绝唱SYMPHOGEAR GX,来源：官方网站（第一期[http://www.symphogear.com/introduction.html]、第二期[http://www.symphogear-g.com/introduction/keyword.php]、第三期[http://www.symphogear-gx.com/keywords/]、第四期[http://www.symphogear-axz.com/keywords/]、第五期[http://ww...,13,戦姫絶唱シンフォギアGX,2747,6.8,637,サウンドプロデュースグループ「ElementsGarden」の代表を務める上松範康と、
24话/2009年7月2日/迫井政行/今井神/加藤裕美,死刑判决,美少女+工口神父，意想不到的组合在添加了适当的热血与100%的搞笑，将意想不到的超能力与热血结合的动漫也不少，，瞬间的沉重气氛一瞬间会转为轻松幽默，剧情的方面又不拖泥带水，转眼的20几话令人大饱眼福，这就是这部作品吸引眼球的特点，虽然needless出现时，热血类型的狂热...,24,NEEDLESS,2762,6.8,522,2130年，因為第三次世界大戰，日本各地出現了被稱為「BS（BlackSpot，黑域）」的巨大污染區域，不知從什麼時候起，在那荒涼的陸地上出現了住民，雖然他們被城裡的人當做是「無用者」，但是他們當中有著具有特異能力的人，火、風、重力，人們把這些具有超自然力量的人敬畏地稱為——NEEDLESS。
12话/2011年7月2日,神的记事本,七月的番尤其是神的记事本和神样dolls都有一个很明显的不足就是猪脚的存在感缺乏先不说神样就记事本来说个人认为是剧本改编的问题由小说改编确实是好剧情好故事但是对于人物的刻画基本上是一笔带过我觉得作为动漫而言光环稀薄的猪脚不如一个没有光...,12,神様のメモ帳,2766,6.8,3811,舞台是都市市中心附近的地方。描寫著普通的高中生藤島鳴海與僱主偵探愛麗絲、與她的助手尼特族們活躍的故事。故事當中有些描寫了現實中暴力集團、與毒品等事件。同時也是描寫尼特族青少年有點不堪、有點可笑，又帶著一絲淡淡哀愁的青春冒險故事。
